sample_id,profile_hint,image_id,image_title,response_text,valid,risk_score,risk_level,critical_flags_count,warning_flags_count,red_flag_types,word_count,sentiment_compound,sentiment_positive,sentiment_negative,liwc_positive_emotion,liwc_negative_emotion,liwc_anxiety,liwc_hopelessness,liwc_death,liwc_isolation,liwc_social,pronoun_i_percentage,pronoun_we_percentage,temporal_future_count,temporal_has_future_orientation,temporal_has_negative_future
s2v2_0075,HIGH,image_3,Ancestral Embrace,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,20.871155399579816,-0.4632497593225319,0.2897149441318781,36.599158578410766,0.10813382443071756,0.1749405648571898,0.05830155935242735,4.818754314191876,0.0,1.1899895568949745,0.0010861046596214042,5.456320244915991,0.49441789066307373,0.858383372475197,True,False
s2v2_0076,LOW,image_2,Shattered Ascent,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,14.622946123619002,-0.1752786441138782,14.896345202896537,16.33353968166303,0.24367282927992318,0.06174315984868195,6.441568399897741,0.0,0.036076717124527195,0.06346205787407512,0.689738578441468,12.634612314400668,0.21235341477593975,0.050923545131508687,False,False
s2v2_0077,MODERATE,image_3,Ancestral Embrace,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,14.742230560388819,-0.5305436416498688,51.87090541861887,5.6443222035388825,6.1968265926089465,0.0017364806932856566,5.2880868385821715,0.0,0.0,0.0,0.4210541715575338,9.148269104992641,0.05414600595498016,3.0286010163314425,True,False
s2v2_0078,HIGH,image_2,Shattered Ascent,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,27.597946004036125,-1.0,0.0,53.364022307794755,0.09577332632260102,0.3884292894861797,0.1348338605092495,0.23015976068194716,0.0,6.43419641621237,0.0,5.985060446578222,0.48551250330941953,0.12354472381708054,False,False
s2v2_0079,LOW,image_2,Shattered Ascent,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,20.302200241279692,-0.07221708389989988,23.61391406457206,12.229792388431921,0.0,0.07961339437929554,6.19855730574446,0.007681181457605216,0.0,0.0,7.03432120693052,16.305897071507523,0.014982410512820203,0.08423846698676943,False,False
s2v2_0080,MODERATE,image_2,Shattered Ascent,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,23.48049067101766,-0.08776052931129241,0.09530883421902583,23.07045468767751,0.2686347116175924,7.523228179815417,13.203058888124287,0.08563931612557837,0.0,0.3315554532474849,0.055650453202469446,6.246962834764426,0.020070010990969812,0.05980836328081296,False,False
s2v2_0081,HIGH,image_2,Shattered Ascent,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,17.179224671917428,-0.05214091475049809,0.1599450878699265,34.45888365566898,0.0,0.21257611469343957,0.0,5.818787270802942,0.0243226973015081,4.740267741049953,0.01734776640812825,5.938768153490326,0.1534575019926038,1.0264842561030922,True,False
s2v2_0082,LOW,image_2,Shattered Ascent,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,14.09846887067524,1.0,29.125128608620372,0.0,0.0,0.14385244529882818,0.11122749292305584,0.0,0.0,0.12540747674087926,0.0,13.19365081076492,0.010185256385472477,0.0193609842860423,False,False
s2v2_0083,MODERATE,image_1,Bonds of the Web,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,17.160729936373937,1.0,39.06492783955557,5.4438064175250345,8.482957329106663,0.0010768626959014947,6.423934800281492,0.03417615171590151,0.0,0.17188785336518003,0.1381828399587076,14.43320211153529,0.0,1.39059327799895,True,False
s2v2_0084,HIGH,image_3,Ancestral Embrace,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,24.695150342289878,-0.6433298533393013,0.12244141630693609,49.965003655411614,0.04558758552549185,0.22080851874486265,0.28914135699969173,0.0,0.02538761797978042,4.473017931059638,0.487003039556826,5.71888763358392,0.20896637603003065,0.0,False,False
s2v2_0085,LOW,image_2,Shattered Ascent,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,18.152512801627367,-0.014272550516047438,8.741357107981196,1.366326486493216,0.12379209351358544,0.0,5.755517526050935,0.39891167981004666,0.0,0.33035117488335036,5.020572131648045,13.227515590690711,0.0,0.019948622115364894,False,False
s2v2_0086,MODERATE,image_2,Shattered Ascent,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,34.483723380242694,-0.03444762265211415,4.300547234274172,36.23617473266389,0.0,0.005843831026592769,0.0,0.0,0.29832259112509263,4.611299669618642,0.0,14.937144049834039,0.0,0.08497369381845407,False,False
s2v2_0087,HIGH,image_1,Bonds of the Web,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,16.27086730424048,-1.0,9.189279007592553,49.20080456608006,0.0,3.442106623754779,0.0,12.664402172077565,0.0,0.0,0.018040266099593933,8.944296444650277,0.022988485022945537,0.36249417002150974,False,False
s2v2_0088,LOW,image_2,Shattered Ascent,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,26.170768373094234,0.9812904319726379,29.734345437129882,0.09619748231880756,7.569060646786532,0.2307387705834114,0.17672403623271024,0.0,0.0,0.16135245238850504,0.028798029622104128,11.121114061118643,0.013167818363999257,2.0477081179886905,True,False
s2v2_0089,MODERATE,image_3,Ancestral Embrace,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,18.637176154434833,1.0,38.64876734191745,6.048471287753471,7.456230860000455,0.0,5.366483797235995,0.0,0.10677988371175773,0.0,0.12516137259353255,12.211589340988175,0.08489558728299461,2.076127019546892,True,False
s2v2_0090,HIGH,image_3,Ancestral Embrace,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,14.042368903371221,-1.0,3.2474158719274238,59.47770476161276,0.39616669840934277,5.840200102317641,0.0,10.814352811336915,0.06130864598506394,0.0,0.08530958125392112,17.486297176703275,0.0,0.15685006737284987,False,False
s2v2_0091,LOW,image_3,Ancestral Embrace,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,17.854207302882028,0.37457470962989037,2.9193248871139432,13.495027499276393,0.48335124584159256,0.021912506122596632,7.464792268105763,0.0,0.0,0.27728880485024,6.726186843669007,13.078258759211375,0.0,0.15550270487813614,False,False
s2v2_0092,MODERATE,image_3,Ancestral Embrace,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,13.703479869042448,-0.6417129888277133,0.13332840130148738,19.129381878645454,0.0340513909309738,6.626609043171799,8.084240630530495,0.41286980670682266,0.025738408512290447,0.32714946006321394,0.0,2.307541900475925,0.0,0.0,False,False
s2v2_0093,HIGH,image_3,Ancestral Embrace,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,11.461280955485783,-0.6429589929414896,0.26895203695492503,36.769018803766656,0.12283049135184598,0.25258899551325603,0.0,0.21901164540244317,0.22803782810962506,5.14770505564128,0.0,4.835503584263935,0.044759320762314286,0.0868511731054537,False,False
s2v2_0094,LOW,image_1,Bonds of the Web,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,17.428846224348106,0.38621381703500346,8.188359490283819,13.274040324269729,0.0,0.0,3.557135358623294,0.08905947411698267,0.0,0.23572301646889984,5.609236601802038,12.403041128371004,0.0,0.07213866117454963,False,False
s2v2_0095,MODERATE,image_2,Shattered Ascent,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,15.308926327676522,-0.5633148435490873,12.54456192128955,13.088294225210387,0.0,0.23152894804262764,0.0,0.0,0.0,5.0190558074738565,0.0,15.236048935286336,0.029216412948006476,0.06184062821801072,False,False
s2v2_0096,HIGH,image_1,Bonds of the Web,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,16.583005259889433,-0.3109092823612183,0.09501207806111964,25.702119190373416,0.0,0.0,0.011823202985440678,5.919307609196616,0.0,4.272297969165716,0.1883456231900959,3.811903736004361,0.07887028001270568,0.9226825668407239,True,False
s2v2_0097,LOW,image_3,Ancestral Embrace,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,9.641364766128607,-0.23815144628772333,8.018659198717858,6.726903785708982,0.0,0.0,9.187916594660443,0.2378385163377144,0.0,0.0,7.732715303953755,13.384867235934893,0.08860696219423997,0.15765174153665595,False,False
s2v2_0098,MODERATE,image_2,Shattered Ascent,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,22.88649163084792,0.5367296614398591,0.0,36.19787138779718,0.0,1.6829337070719268,11.417984080323366,0.0,0.022678092268097586,0.040113404110292857,0.0,6.6430652760900815,0.0,0.0,False,False
s2v2_0099,HIGH,image_2,Shattered Ascent,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,15.742902971720142,0.40334064892197197,0.03663490564533297,34.97204452370066,0.0,0.0,0.06853387426552436,0.0,0.03037781615552781,3.9324539148758193,0.03788497870299244,4.63576152200067,0.06939030755872898,0.1519594567414042,False,False
s2v2_0100,LOW,image_3,Ancestral Embrace,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,15.287671315830025,1.0,15.680247441385074,0.0,0.39407992047081497,0.10532929145237019,0.0,0.0,0.0,0.039394288993467357,0.07688183675874999,3.3986739024591803,0.0,0.0,False,False
s2v2_0101,MODERATE,image_3,Ancestral Embrace,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,16.187476619892486,-0.294136853848191,16.27319377971316,13.485653600338038,0.03514373285207469,0.0,0.17147110221578232,0.0,0.0,4.805039232467285,0.0,13.474313139878408,0.0,0.1107069121647965,False,False
s2v2_0102,HIGH,image_3,Ancestral Embrace,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,18.44150237197433,-0.3755073818585057,0.06534160768760575,30.771814614384134,0.07813029367325489,0.19907470993317286,0.0,5.9345008781675235,0.1103924467291787,5.888710849136907,0.06665832526929892,7.597443486413146,0.013082436738431458,1.134171645473787,True,False
s2v2_0103,LOW,image_3,Ancestral Embrace,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,16.57197035004959,0.32716022473374456,12.084739179152713,12.352777190215837,0.1976789123147754,0.01017025323822902,5.8460011798308775,0.18724384273621952,0.4896135014477431,0.1840097324103831,5.001940866947498,9.151103083061061,0.0,0.07850390369643331,False,False
s2v2_0104,MODERATE,image_2,Shattered Ascent,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,8.73672433863686,1.0,21.301053769218594,7.191373582904181,9.069640448461476,0.1536493762573804,5.488148036430068,0.0,0.05056990790102254,0.0,0.05972144005606625,10.598356746906813,0.0,1.9587165118594685,True,False
s2v2_0105,HIGH,image_2,Shattered Ascent,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,15.770868458538324,-1.0,4.423524076267686,68.77414769262793,0.07263342691726853,6.920347884657738,0.07367816840839524,11.267532447095656,0.035385286788005225,0.0,0.0,9.066332324519006,0.0,0.06976583979780139,False,False
s2v2_0106,LOW,image_1,Bonds of the Web,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,20.0329743489071,0.2936439339430865,15.94063670740011,0.03032213539968917,0.44472141236901774,0.10640885268188971,0.3767700035326335,0.05353215727011748,0.13631843619845893,0.3506115220339852,0.36604572970137494,20.194902183915993,0.35029144509207916,0.12344513200742735,False,False
s2v2_0107,MODERATE,image_1,Bonds of the Web,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,12.057275716443986,1.0,25.73482088899214,6.042747752344392,6.404464982954169,0.0,7.16137871199074,0.0,0.12635361177699495,0.0,0.12271808241500669,11.576573717192018,0.032310576932030675,1.9638714401119617,True,False
s2v2_0108,HIGH,image_1,Bonds of the Web,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,12.957167193670301,-0.8158827967411657,4.749490387576076,37.943400525902206,0.0,6.537810423732615,0.11618779845408306,7.302089981022054,0.0,0.0,0.0,16.231044312942736,0.01860899491666213,0.3896786079263777,False,False
s2v2_0109,LOW,image_3,Ancestral Embrace,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,25.672052825583545,0.7033490821353394,24.537525930438328,0.0,6.206554983712362,0.0959903721914821,0.0,0.259545089110057,0.10946407984770874,0.0,0.0,11.495149844860451,0.2984105274950667,2.3237834202523664,True,False
s2v2_0110,MODERATE,image_2,Shattered Ascent,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,24.63039175856129,-1.0,0.030565468104859363,31.645639356274724,0.0,5.6758167608876775,16.936495750691257,0.0,0.0,0.18926564697117565,0.0036797647905782746,5.966627248125911,0.0,0.0,False,False
s2v2_0111,HIGH,image_3,Ancestral Embrace,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,12.585237340050265,-0.5630241571900042,0.10701952604519527,36.39036974210074,0.1288717737723086,0.0,0.2530780236630642,6.634584759667933,0.03138532865010705,5.59523664472181,0.06354543380474231,7.938228864286744,0.0,0.7109182112201238,True,False
s2v2_0112,LOW,image_2,Shattered Ascent,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,25.861552895924945,0.9142172348716713,28.206986846686483,0.0,0.0,0.05342385558737729,0.0,0.047841749658677796,0.034456862954238617,0.0,0.0,3.0223584219658934,0.033169281837664155,0.15366730397735,False,False
s2v2_0113,MODERATE,image_1,Bonds of the Web,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,29.751786078939627,-0.42547807527049053,0.0,29.21373518820795,0.0,7.662618017338371,10.887987577570625,0.43037164392486454,0.0,0.11596167556695447,0.0,5.910426153818927,0.007993807129625717,0.20165345083609185,False,False
s2v2_0114,HIGH,image_1,Bonds of the Web,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,8.644833118846515,-0.011212995073691334,0.0,19.995426565421035,0.004305067836592128,6.107989573481673e-05,0.008216423011422102,3.3174614574029775,0.05458980940769828,7.524333438716598,0.0,5.624926931231145,0.0,1.1454090847139569,True,False
s2v2_0115,LOW,image_1,Bonds of the Web,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,17.112717052217082,0.9879585310121249,32.03104933752491,0.08867907946172975,0.04300310470881788,0.010385217304838441,0.1704781796622828,0.0,0.025580400653118226,0.0920203715696634,0.0,22.12868034040881,0.0214316256196846,0.0,False,False
s2v2_0116,MODERATE,image_2,Shattered Ascent,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,17.537229409157288,-0.17968666309317005,15.290054078677262,21.088706371065424,0.0,0.0,0.44520972182592794,0.0,0.0,2.265691327713156,0.05744006218912532,17.58060027850229,0.0,0.0,False,False
s2v2_0117,HIGH,image_2,Shattered Ascent,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,14.06666552956817,0.2326089302546448,0.0,23.39585758865623,0.1412310426107774,0.0,0.04671033363912393,5.175965279379959,0.0,6.579283295190378,0.0,11.36997872527411,0.0,0.6673847590135873,True,False
s2v2_0118,LOW,image_1,Bonds of the Web,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,18.797259273799604,0.07560786020189399,12.067297940877381,7.173283765149423,0.1860932445006387,0.047940335576881966,6.342560078916653,0.005658115638732309,0.0,0.0,3.8592785512848575,12.592066852035728,0.08478624793317704,0.15299535409782758,False,False
s2v2_0119,MODERATE,image_2,Shattered Ascent,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,19.664870350252663,1.0,27.952923978187677,3.1111318917343103,7.945136206808463,0.03778787938631149,9.517925703539278,0.08027234755552443,0.0,0.0,0.0,9.13567742238433,0.0,2.1041234870850083,True,False
s2v2_0120,HIGH,image_2,Shattered Ascent,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,18.061994881753606,-1.0,7.0307670561420705,65.00010205126587,0.0896229120709411,4.520314471846298,0.006578242596051682,19.585429276602127,0.02234557284364963,0.0,0.05469660792010011,12.228754390004152,0.12268856826410518,0.08847533209448324,False,False
s2v2_0121,LOW,image_1,Bonds of the Web,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,11.538752333675518,0.943770972929248,42.6745933116711,0.0,0.027320906218139332,0.014737865180057395,0.0,0.0,0.12492781304874541,0.3014289316874041,0.0,19.075110254632776,0.0,0.17562476339824432,False,False
s2v2_0122,MODERATE,image_3,Ancestral Embrace,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,16.66929044988396,0.7006902357180227,21.09695028807869,5.979138235796881,5.821593586806076,0.0,7.201017820453542,0.43570533427415126,0.035616876342357606,0.0901755795885163,0.1776983650623909,7.576993166337203,0.37420077076960073,2.105945416099137,True,False
s2v2_0123,HIGH,image_2,Shattered Ascent,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,17.912141894628835,-0.9672348927724088,0.12057570748114198,25.384979880461568,0.0,0.15246818989055924,0.0,5.616020463393408,0.11456642952876557,6.151362995543128,0.2823696706952309,0.9277720240241816,0.0,0.06647549468510183,True,False
s2v2_0124,LOW,image_1,Bonds of the Web,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,28.06964355720757,1.0,21.979111035600546,0.0,5.334510541807701,0.15799495283821324,0.11086169255891194,0.030638341210859222,0.10088315769200029,0.0,0.0,9.2949605944147,0.039464625603485376,1.716316729600971,True,False
s2v2_0125,MODERATE,image_3,Ancestral Embrace,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,22.184089849809737,-0.5460144909978485,7.082284969128836,22.730452616533903,0.0,0.05508894677877432,0.01797430160157152,0.0,0.0,6.404920007965969,0.0,12.16960224030321,0.1243795223720164,0.0,False,False
s2v2_0126,HIGH,image_2,Shattered Ascent,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,25.374558821161024,-0.9253403888016454,0.05391526187680923,32.41108850773138,0.0,0.12076326579666999,0.025043414827887453,0.0,0.04627077011592822,6.552125620197261,0.08030106704590437,5.3881970339908385,0.20031573229468613,0.0,False,False
s2v2_0127,LOW,image_3,Ancestral Embrace,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,19.81220486729789,0.6158694073169683,21.153452170957596,0.4653035392470207,6.047167310646392,0.48949163470245144,0.07958004751362215,0.05447426575663261,0.0,0.19524526140655402,0.3395791776721248,17.345230478545254,0.0,1.8736359298501877,True,False
s2v2_0128,MODERATE,image_3,Ancestral Embrace,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,22.616516158722707,-0.6754809244604115,13.699560185696715,20.20904881566289,0.0,0.0,0.25418387511780444,0.0,0.28868157497157393,4.025841412375745,0.0,21.23709354571349,0.05860276452098287,0.09670935010216314,False,False
s2v2_0129,HIGH,image_2,Shattered Ascent,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,12.856344755519526,-0.39509713819192344,0.0,42.33003378681361,0.0,0.04897049842104045,0.3042864925345095,2.7326209254585474,0.0,6.232059094572301,0.25555308527271753,6.163654860163138,0.0,0.596781204813633,True,False
s2v2_0130,LOW,image_3,Ancestral Embrace,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,28.52512959327599,0.8174945167690824,51.92879712999081,0.1659202541557835,0.13253568570604055,0.0,0.0,0.31052071282433946,0.007107420721441377,0.4104315778820031,0.0,12.921910071353965,0.029027678647309207,0.06148147938905635,False,False
s2v2_0131,MODERATE,image_3,Ancestral Embrace,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,24.719958596778763,0.9953474035413912,38.018082845015115,8.069931607771514,3.6300120449563735,0.023866576540150966,5.907971539105733,0.05101067814522991,0.15402749735335802,0.013183842753416686,0.0,13.61475212795061,0.02303351054653266,1.6888723037795113,True,False
s2v2_0132,HIGH,image_3,Ancestral Embrace,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,24.593666072879984,-0.6870331000289237,0.0,34.280349889343086,0.0,0.06000638391796555,0.0,7.077769783812221,0.04677610308976978,6.321345477897068,0.0,5.29547570598007,0.014527123729265103,0.7237626210194054,True,False
s2v2_0133,LOW,image_1,Bonds of the Web,"I feel connected and calm when I look at this image, and I think things can improve with support.",True,33,LOW,0,0,,21.497773071576155,-0.6862763347474412,22.06958635580294,0.0,0.037712546131894724,0.0,0.15755192833721174,0.0,0.0,0.25540152348821166,0.0,16.866983501094747,0.0,0.0,False,False
s2v2_0134,MODERATE,image_1,Bonds of the Web,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,18.68973335231517,0.7005325798759681,18.394988996144644,8.728552063505518,3.5362509400053606,0.02309493545909609,7.425776488027738,0.010725421428160964,0.06365679437111603,0.0,0.28596455393702047,13.591606629132306,0.0,3.9868314401828537,True,False
s2v2_0135,HIGH,image_2,Shattered Ascent,"The picture feels empty and distressing, and I feel there is no point and no way out right now.",True,43,MODERATE,0,0,,14.368115645868805,-1.0,0.0,28.23699499840846,0.0,0.0,0.21574452936548766,0.1465145379935248,0.0,4.619195800266324,0.06347575139607732,8.627466369973728,0.0,0.10982871054813026,False,False
s2v2_0136,LOW,image_2,Shattered Ascent,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,17.23250768961127,0.11576746230407503,11.3944010509051,0.47248571203257944,8.651917582505913,0.0,0.36733507779368446,0.0,0.16209113211297133,0.0,0.0,14.161116915760845,0.0,0.06613503316804303,True,False
s2v2_0137,MODERATE,image_2,Shattered Ascent,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,23.559175281976678,0.5720070670997626,13.044366526758962,6.576437936057018,8.070805579672642,0.06918464055826982,5.383067404620076,0.0,0.0,0.12317818193923838,0.0,10.47083319951723,0.0,1.85186112550982,True,False
s2v2_0138,HIGH,image_2,Shattered Ascent,"I relate to fear and emotional pain here, and I feel powerless, defeated, and stuck every day.",True,100,HIGH,1,0,severe_hopelessness,22.47632604006524,-1.0,6.624460961713773,40.058832799198086,0.0,6.225917182703014,0.3044832803984422,13.07437106368617,0.18851680213558186,0.028776051792934146,0.0,9.998794118177987,0.08032940855974147,0.0,False,False
s2v2_0139,LOW,image_3,Ancestral Embrace,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,30.61021763867938,0.09010708743036366,17.009314601918625,0.08932909572724054,5.848187512502353,0.0,0.0,0.4094379901716836,0.0,0.37762965186979947,0.2783914741617423,12.392380360529407,0.054821249841811304,1.892675798149731,True,False
s2v2_0140,MODERATE,image_2,Shattered Ascent,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,29.190611060876634,0.2811767247827289,20.896888834676826,31.90436881823949,0.00044383733541691894,0.042617829443325636,0.1789673524017426,0.4688200037568322,0.3781773695538254,5.013492382503515,0.0,16.77249458504805,0.11189293517579744,0.0,False,False
s2v2_0141,HIGH,image_1,Bonds of the Web,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,12.983464905892868,-0.48767488253504043,0.3996938726234651,2.5779245064307794,0.0,0.0,0.05804445985868134,6.444581339318119,0.025336451552074542,3.8763486648817485,0.33484068895077873,0.547712108938428,0.23430700267049276,0.8674682395323441,True,False
s2v2_0142,LOW,image_2,Shattered Ascent,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,22.576866472170032,-0.0340638295100274,3.434056935649629,12.212115874659414,0.0012569926837341398,0.0,5.832493578083166,0.0,0.08139444196197895,0.0,7.2996285304506605,9.23462891942954,0.13602823632244837,0.0,False,False
s2v2_0143,MODERATE,image_3,Ancestral Embrace,"This scene feels tense, and I overthink the future, but I still hope to get better with help.",True,8,LOW,0,0,,23.594991395616148,1.0,28.835508877369733,5.318015596853548,5.35199540111605,0.0,5.557845901364093,0.0,0.0,0.14596079714271865,0.0,10.579624028110693,0.0841180267252909,1.097823250388986,True,False
s2v2_0144,HIGH,image_3,Ancestral Embrace,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,19.467641663575854,-0.48788544904877396,0.062024057113818434,29.914502427135105,0.0,0.02242911029033479,0.0,6.519767629439467,0.0,4.922159385542634,0.09967012167898262,7.244482932413998,0.0,0.5236460440893271,True,False
s2v2_0145,LOW,image_3,Ancestral Embrace,"This picture reminds me of balance, and I can manage stress by talking with family and staying active.",True,26,LOW,0,0,,21.063754381458413,-0.31976991997995663,6.422728510969003,11.864253045287484,0.0,0.0,5.466177027538431,0.0,0.0,0.06914465321097024,5.6117538146723875,8.519174738634643,0.0,0.0,False,False
s2v2_0146,MODERATE,image_2,Shattered Ascent,"I see conflict in this picture, and I feel lonely sometimes though I am trying to cope and improve.",True,52,MODERATE,0,0,,20.260951568061238,-0.3535263256086319,8.043422120870417,23.67585788054995,0.0,0.019894150445736097,0.24384664669465003,0.0,0.12510327279625016,3.3278167138316705,0.06733255010668308,16.30485080160606,0.06901854713711336,0.39811973725550875,False,False
s2v2_0147,HIGH,image_2,Shattered Ascent,"This image feels overwhelming and dark, and I feel hopeless, isolated, and unable to see any future.",True,54,MODERATE,0,1,moderate_hopelessness,16.374565154993665,-0.08951530787430428,0.022942624866502864,19.784914072827085,0.0,0.11240383824352368,0.0,8.507235774686619,0.09232882092368316,5.7821899467068345,0.0,6.553827596132221,0.0,0.9908200475806263,True,False
s2v2_0148,LOW,image_1,Bonds of the Web,I notice hopeful elements in this image and I am planning small goals for the next few months.,True,8,LOW,0,0,,19.293016007803967,0.9011992546490866,13.840185996214279,0.0,7.238598826446844,0.0,0.15071015394749224,0.0,0.355975016302123,0.0,0.0639419395300889,5.3818673052392665,0.0,3.0912570851538113,True,False
s2v2_0149,MODERATE,image_3,Ancestral Embrace,"The image feels heavy and uncertain, and I have been worried and stressed with changing mood lately.",True,54,MODERATE,0,0,,13.46437407039923,-0.9689195070140209,0.2186207776446253,34.94049491219177,0.0,10.627073058907381,12.459645326933376,0.02587183528045008,0.0,0.18308680188389553,0.0,8.078509865365485,0.011982188392108106,0.0,False,False
